[2026-07-14 18:23:48] [INFO    ] discord.client: logging in using static token
[2026-07-14 18:23:51] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-14 18:23:51] [DEBUG   ] discord.state: Processed a chunk for 102 members in guild ID 1323132205073039381.
[2026-07-14 18:23:52] [DEBUG   ] discord.client: Dispatching event guild_available
[2026-07-14 18:23:52] [DEBUG   ] discord.client: Dispatching event ready
[2026-07-14 18:23:59] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTERACTION_CREATE', 's': 4, 'op': 0, 'd': {'version': 1, 'type': 2, 'token': 'aW50ZXJhY3Rpb246MTUyNjU0OTgxOTgwMjM4NjQ5Mzozd3R3ZkJPQ0JjQTlxN0VDMDdaVU5kelI3YmtPck15MHpyWHpIY3lhcHVGTGRiamZKSlBENVhUb2xGSnFzMXREUXpvMTR0b0VlbHlaM3dGSUtJQUQwdlNWTVJiZFpSNmp6cVVnZ0ZUZlkwcnRHSlJYRnU3T0hGWExBZ3d3Znh0Sw', 'member': {'user': {'username': 'dzaki_941', 'public_flags': 64, 'primary_guild': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'id': '744817248807682089', 'global_name': 'ザッキー', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'avatar_decoration_data': {'sku_id': '1245087968759382207', 'expires_at': None, 'asset': 'a_492f6b54b761c0a14d9dbc9c98aaa0f5'}, 'avatar': 'cda0c0e6d1555efdf8d3cf25ad9dc7df'}, 'unusual_dm_activity_until': None, 'roles': ['1330424529335619584', '1436333102933999617', '1437731595611144193', '1436339673462210560', '1437730382316568576', '1437731912172044288', '1437799297470042113', '1438783675482374145', '1443583581954772996', '1460646322695700481', '1438782848583729162', '1402658147847639051', '1438783299790176266', '1438819496616923146', '1463178952934686730', '1466305474109374464', '1437730850337984532', '1437985002909466644', '1437985808400519190', '1438782460610740244', '1438820564679786518', '1437793484835913758', '1437728549183291423', '1438819025995038751', '1437795731489423393', '1438819902080421919', '1443581741645172766', '1437730555792982056', '1437793148171714600', '1437955768421711912', '1438783095678566441', '1438819789899305000', '1443583881310769192', '1435270767687241778', '1438818756150165554', '1438820655129952306', '1334466491801796661', '1437730986690478133', '1438783841736331319', '1460291032414552115', '1438819315674517565', '1437984855953772606', '1438820343954276414', '1438168520847392838', '1438174905760747591', '1438781491508412487', '1438819149987053639', '1438819988747194439', '1439096439576858695', '1439954787608297545', '1443584161905512518', '1331961015755210832', '1403357912709070928', '1437985408792137808', '1438782260277940304', '1438818888178733137', '1373532548482994266', '1437983941582786651', '1438783464223539291', '1438818020397940828', '1438820085169913947', '1463179301984800861', '1438820443967590501', '1438819647817388134', '1437985509304565863', '1443979808349618277', '1460284385894072422', '1462815111256215654', '1438783993792430190', '1443581584660758639', '1437985139702370426', '1437793596781760635', '1460646793116385403', '1460287325321035898', '1443979941980143739', '1437984263151816828', '1461346653217882234', '1461703811457617920', '1437793301586641026', '1438159810175701127', '1463178875365363854', '1437984429392924823', '1437790175349706904', '1437985698291515543', '1438784137472512152', '1438818497638699162', '1461343717146235063', '1461535331781185719', '1437984673149227200', '1460645603741794521', '1460291121690317034', '1460644054667624687', '1461347595158032629', '1460289398292611334', '1460289483407753490', '1460651100750348654'], 'premium_since': None, 'permissions': '18014398509481983', 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-12-30T03:35:00.318000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'locale': 'en-US', 'id': '1526549819802386493', 'guild_locale': 'en-US', 'guild_id': '1323132205073039381', 'guild': {'locale': 'en-US', 'id': '1323132205073039381', 'features': ['COMMUNITY', 'NEWS', 'BYPASS_SLOWMODE_PERMISSION_MIGRATION_COMPLETE', 'SOUNDBOARD', 'TIERLESS_BOOSTING', 'PIN_PERMISSION_MIGRATION_COMPLETE']}, 'entitlements': [], 'entitlement_sku_ids': [], 'data': {'type': 1, 'name': 'latency', 'id': '1526549016991502386'}, 'context': 0, 'channel_id': '1323132205073039384', 'channel': {'type': 0, 'topic': None, 'theme_color': None, 'rate_limit_per_user': 0, 'position': 11, 'permissions': '18014398509481983', 'parent_id': '1323132205073039382', 'nsfw': False, 'name': '💬⟫⁜⟫‖chat-room-1', 'last_message_id': '1526549226816012338', 'id': '1323132205073039384', 'icon_emoji': {'name': '👋', 'id': None}, 'guild_id': '1323132205073039381', 'flags': 0}, 'authorizing_integration_owners': {'0': '1323132205073039381'}, 'attachment_size_limit': 10485760, 'application_id': '1526248697057382491', 'app_permissions': '2248473734147649'}}
[2026-07-14 18:23:59] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-14 18:23:59] [DEBUG   ] discord.client: Dispatching event interaction
[2026-07-14 18:24:00] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 5, 'op': 0, 'd': {'webhook_id': '1526248697057382491', 'type': 20, 'tts': False, 'timestamp': '2026-07-14T11:23:59.368000+00:00', 'pinned': False, 'nonce': '1526549819751923712', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1526252283975831552', '1403358727314214971'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-07-13T15:41:41.099000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'interaction_metadata': {'user': {'username': 'dzaki_941', 'public_flags': 64, 'primary_guild': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'id': '744817248807682089', 'global_name': 'ザッキー', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'avatar_decoration_data': {'sku_id': '1245087968759382207', 'expires_at': None, 'asset': 'a_492f6b54b761c0a14d9dbc9c98aaa0f5'}, 'avatar': 'cda0c0e6d1555efdf8d3cf25ad9dc7df'}, 'type': 2, 'name': 'latency', 'id': '1526549819802386493', 'command_type': 1, 'authorizing_integration_owners': {'0': '1323132205073039381'}}, 'interaction': {'user': {'username': 'dzaki_941', 'public_flags': 64, 'primary_guild': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'id': '744817248807682089', 'global_name': 'ザッキー', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1382845914225442886', 'palette': 'bubble_gum', 'label': 'COLLECTIBLES_NAMEPLATES_VOL_3_BONSAI_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplates_v3/bonsai/'}}, 'clan': {'tag': 'NAP', 'identity_guild_id': '831479923180830742', 'identity_enabled': True, 'badge': 'bbf90ac031aeb0b6e256458c391d631c'}, 'avatar_decoration_data': {'sku_id': '1245087968759382207', 'expires_at': None, 'asset': 'a_492f6b54b761c0a14d9dbc9c98aaa0f5'}, 'avatar': 'cda0c0e6d1555efdf8d3cf25ad9dc7df'}, 'type': 2, 'name': 'latency', 'member': {'roles': ['1330424529335619584', '1436333102933999617', '1437731595611144193', '1436339673462210560', '1437730382316568576', '1437731912172044288', '1437799297470042113', '1438783675482374145', '1443583581954772996', '1460646322695700481', '1438782848583729162', '1402658147847639051', '1438783299790176266', '1438819496616923146', '1463178952934686730', '1466305474109374464', '1437730850337984532', '1437985002909466644', '1437985808400519190', '1438782460610740244', '1438820564679786518', '1437793484835913758', '1437728549183291423', '1438819025995038751', '1437795731489423393', '1438819902080421919', '1443581741645172766', '1437730555792982056', '1437793148171714600', '1437955768421711912', '1438783095678566441', '1438819789899305000', '1443583881310769192', '1435270767687241778', '1438818756150165554', '1438820655129952306', '1334466491801796661', '1437730986690478133', '1438783841736331319', '1460291032414552115', '1438819315674517565', '1437984855953772606', '1438820343954276414', '1438168520847392838', '1438174905760747591', '1438781491508412487', '1438819149987053639', '1438819988747194439', '1439096439576858695', '1439954787608297545', '1443584161905512518', '1331961015755210832', '1403357912709070928', '1437985408792137808', '1438782260277940304', '1438818888178733137', '1373532548482994266', '1437983941582786651', '1438783464223539291', '1438818020397940828', '1438820085169913947', '1463179301984800861', '1438820443967590501', '1438819647817388134', '1437985509304565863', '1443979808349618277', '1460284385894072422', '1462815111256215654', '1438783993792430190', '1443581584660758639', '1437985139702370426', '1437793596781760635', '1460646793116385403', '1460287325321035898', '1443979941980143739', '1437984263151816828', '1461346653217882234', '1461703811457617920', '1437793301586641026', '1438159810175701127', '1463178875365363854', '1437984429392924823', '1437790175349706904', '1437985698291515543', '1438784137472512152', '1438818497638699162', '1461343717146235063', '1461535331781185719', '1437984673149227200', '1460645603741794521', '1460291121690317034', '1460644054667624687', '1461347595158032629', '1460289398292611334', '1460289483407753490', '1460651100750348654'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-12-30T03:35:00.318000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1526549819802386493'}, 'id': '1526549821492564039', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Botのレイテンシーは 280 ms です。', 'components': [], 'channel_type': 0, 'channel_id': '1323132205073039384', 'author': {'username': 'かんじ先生', 'public_flags': 0, 'primary_guild': None, 'id': '1526248697057382491', 'global_name': None, 'display_name_styles': None, 'discriminator': '6081', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'application_id': '1526248697057382491', 'guild_id': '1323132205073039381'}}
[2026-07-14 18:24:00] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-14 18:24:00] [DEBUG   ] discord.client: Dispatching event message
[2026-07-14 18:24:00] [DEBUG   ] discord.webhook.async_: Webhook ID 1526549819802386493 with POST https://discord.com/api/v10/interactions/1526549819802386493/aW50ZXJhY3Rpb246MTUyNjU0OTgxOTgwMjM4NjQ5Mzozd3R3ZkJPQ0JjQTlxN0VDMDdaVU5kelI3YmtPck15MHpyWHpIY3lhcHVGTGRiamZKSlBENVhUb2xGSnFzMXREUXpvMTR0b0VlbHlaM3dGSUtJQUQwdlNWTVJiZFpSNmp6cVVnZ0ZUZlkwcnRHSlJYRnU3T0hGWExBZ3d3Znh0Sw/callback has returned status code 200
[2026-07-14 18:24:00] [DEBUG   ] discord.client: Dispatching event app_command_completion
[2026-07-14 18:24:31] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-07-14 18:24:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:25:12] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-07-14 18:25:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:25:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 5.
[2026-07-14 18:25:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:26:02] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_UPDATE', 's': 6, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-07-14T11:21:01.075000+00:00', 'pinned': False, 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1403358727314214971', '1437726271907037206'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-11-11T08:50:54.997000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1526549073677779075', 'flags': 36864, 'embeds': [], 'edited_timestamp': '2026-07-14T11:26:01.487976+00:00', 'content': '', 'components': [{'type': 17, 'spoiler': False, 'id': 1, 'components': [{'type': 10, 'id': 2, 'content': '### A wild **Seraphine Nightbloom** appeared! Click to claim it!'}, {'type': 12, 'items': [{'spoiler': False, 'media': {'width': 736, 'url': 'https://image2url.com/images/1764757613488-6b90dbb0-b6b0-4ebc-a197-99a579eda75f.jpg', 'proxy_url': 'https://images-ext-1.discordapp.net/external/3EZEiQgJ2cb_4FXS5s0XSlre8wN7NmLTyVDZ-mXY-e0/https/image2url.com/images/1764757613488-6b90dbb0-b6b0-4ebc-a197-99a579eda75f.jpg', 'placeholder_version': 1, 'placeholder': 'WBgODAAnCHdHt3l3VphHbwahdw==', 'loading_state': 2, 'id': '1526550333705425006', 'height': 1308, 'content_type': 'image/jpeg'}, 'description': None}], 'id': 3}, {'type': 14, 'spacing': 1, 'id': 4, 'divider': True}, {'type': 10, 'id': 5, 'content': '# <:ItemCr:1386802195776802876> Seraphine Nightbloom'}, {'type': 10, 'id': 6, 'content': '### <:RarityCr:1386802356494274640> **Common Wanderer**'}, {'type': 10, 'id': 7, 'content': '<:DescriptionCr:1386802111722950760> Seraphine, elf yang berbicara dengan roh tumbuhan, meninggalkan hutan demi mencegah perang manusia. Diburu dua dunia, ia berjuang memilih: menjadi jembatan atau menghancurkan salah satu tanpa pilihan.'}, {'type': 10, 'id': 8, 'content': '<:EclipseIDE:1444164816053735545> **1**'}, {'type': 1, 'id': 9, 'components': [{'type': 2, 'style': 3, 'label': 'Expired', 'id': 10, 'disabled': True, 'custom_id': 'claim_spawn_c4d6be40-b2fb-4ecc-91e4-1fba10a0dfdb'}]}], 'accent_color': 12717312}], 'channel_type': 0, 'channel_id': '1438847396468756582', 'author': {'username': 'Lootium', 'public_flags': 65536, 'primary_guild': None, 'id': '1230222307352514591', 'global_name': None, 'display_name_styles': None, 'discriminator': '2390', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'fcf9940aad69d4c77a2406d5b5a7380e'}, 'attachments': [], 'guild_id': '1323132205073039381'}}
[2026-07-14 18:26:02] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-07-14 18:26:02] [DEBUG   ] discord.client: Dispatching event raw_message_edit
[2026-07-14 18:26:35] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:26:35] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:27:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:27:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:27:57] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:27:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:28:39] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:28:39] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:29:20] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:29:20] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:30:01] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:30:01] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-07-14 18:30:42] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 6.
[2026-07-14 18:30:43] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
